457 9803
233 117 52
69 454 67
187 313 40
273 22 76
101 42 66
239 446 72
98 101 92
355 204 87
95 160 12
9 130 94
194 352 53
287 135 61
339 203 88
177 305 51
388 240 22
205 349 35
388 380 1
190 175 28
11 108 99
19 385 93
89 345 30
345 411 93
205 431 94
60 371 30
455 335 75
163 271 88
87 75 19
165 117 14
11 373 80
194 380 28
143 249 84
100 86 76
352 308 86
416 5 13
141 59 60
186 155 54
225 36 19
82 59 77
337 305 95
294 171 81
292 269 51
138 61 66
76 395 74
446 197 31
305 272 83
237 230 52
440 205 17
344 453 56
131 81 59
13 259 89
30 351 38
56 258 41
318 360 44
31 20 29
29 307 4
131 173 81
106 376 62
377 185 93
457 134 28
68 309 18
383 119 7
384 390 33
38 402 28
111 399 22
110 366 36
95 339 88
313 449 62
170 233 56
195 417 24
271 394 7
144 444 42
46 357 25
231 126 34
195 233 69
157 328 23
130 59 76
274 352 39
385 182 35
217 386 89
184 7 40
280 108 19
457 78 83
164 382 40
407 324 8
189 383 98
364 448 32
102 311 78
70 222 63
339 301 55
186 125 76
170 274 99
423 228 92
114 343 52
34 50 39
37 367 98
255 107 78
56 315 15
426 264 92
141 168 19
252 78 10
94 108 1
251 24 11
306 37 49
149 17 85
110 217 35
150 269 34
184 135 43
213 302 86
105 126 100
98 434 51
227 286 90
260 435 43
281 293 2
454 443 82
41 248 22
317 398 89
135 113 62
362 312 39
123 316 26
173 374 65
254 132 32
318 132 18
418 347 97
7 396 80
95 439 74
134 391 56
51 263 99
446 332 27
428 429 93
450 75 95
399 110 90
181 24 20
422 81 38
367 379 57
251 266 17
438 51 37
60 4 60
371 319 97
336 402 28
409 258 70
304 138 19
315 242 7
416 164 95
363 164 96
64 399 78
210 413 57
334 190 30
326 396 5
436 446 86
360 351 83
295 118 31
319 12 78
46 92 14
111 448 97
294 191 89
366 271 84
187 72 46
29 392 36
247 78 64
88 424 98
397 349 17
261 184 15
340 99 5
181 337 98
338 195 83
168 351 98
260 186 74
332 268 64
365 150 25
448 270 31
59 322 18
36 79 50
446 351 67
34 173 29
240 440 32
291 391 57
235 400 83
379 79 10
235 345 25
161 175 30
135 404 63
221 300 54
18 372 32
419 340 83
398 400 35
60 298 63
337 234 76
249 272 84
199 167 30
278 266 18
422 352 35
68 379 73
147 43 88
360 15 5
15 456 94
150 91 44
300 46 44
305 154 65
362 190 27
261 140 16
368 46 11
68 9 54
292 404 13
53 456 89
74 335 1
288 395 33
314 193 34
256 384 97
392 156 75
164 319 29
32 429 84
153 179 99
400 304 60
228 355 1
442 325 81
290 267 31
134 43 31
301 310 15
157 338 14
353 454 34
293 305 24
119 392 38
197 140 31
346 321 10
347 322 91
281 257 98
9 265 21
77 321 67
19 81 55
292 227 12
423 252 23
430 126 61
356 438 3
404 209 13
353 11 97
32 179 100
146 123 68
402 314 82
107 321 7
73 50 48
120 250 62
360 77 10
161 433 77
280 389 8
191 349 80
360 398 31
138 47 29
299 63 81
56 231 83
284 233 93
319 312 33
150 387 8
419 361 91
31 80 89
67 2 43
15 26 78
32 200 100
329 453 17
245 198 21
378 412 21
60 308 52
138 426 46
172 448 26
336 87 51
61 360 47
129 277 76
134 433 15
414 250 98
325 371 33
248 69 71
428 181 63
304 222 87
159 318 43
304 110 93
255 167 35
121 17 31
322 268 6
424 107 80
75 33 95
292 222 9
396 49 47
388 85 29
135 405 84
391 179 67
54 57 75
73 43 40
249 157 32
15 239 38
94 450 67
385 15 46
30 220 42
118 183 75
430 154 73
417 416 63
445 379 17
424 137 37
314 343 54
433 421 52
162 442 40
339 64 51
36 456 57
445 244 25
49 296 2
255 307 28
169 167 76
109 263 31
228 221 41
189 344 17
438 394 56
268 189 8
80 412 47
65 302 19
216 244 24
33 344 75
422 119 47
401 14 65
371 362 37
114 69 20
248 344 24
449 389 9
415 309 76
161 196 19
382 325 77
69 336 17
124 357 13
16 186 54
90 25 61
121 340 47
202 435 12
139 62 29
259 145 95
388 328 62
277 61 53
218 133 85
436 271 5
238 25 41
378 396 25
222 101 32
393 163 14
340 294 43
265 186 64
171 416 21
152 445 48
203 232 8
408 119 50
324 372 13
74 158 35
83 18 8
211 60 53
451 188 75
107 401 35
196 120 42
351 413 35
297 423 84
311 216 10
369 325 88
248 427 93
422 437 67
309 443 9
227 336 26
368 367 1
188 324 82
287 160 11
43 206 59
133 42 60
383 31 37
391 232 16
77 75 90
356 368 28
42 179 23
6 336 64
311 248 62
73 60 92
429 223 53
225 58 18
425 114 41
348 61 40
51 421 76
408 407 98
141 34 30
226 350 12
30 388 17
305 419 66
327 410 99
148 130 29
228 400 76
261 2 39
89 443 36
84 130 90
45 353 73
143 46 97
45 407 92
449 443 93
452 44 29
217 387 38
50 214 76
440 34 63
384 120 45
27 391 53
100 102 38
417 439 26
224 162 60
372 305 65
133 450 54
18 72 45
42 105 56
177 183 90
112 85 91
139 379 6
195 111 16
423 356 61
416 17 79
186 242 85
123 262 85
445 381 41
245 334 99
100 160 43
384 138 68
334 231 39
164 394 27
221 262 44
234 215 43
63 316 10
448 389 33
154 331 75
288 158 47
445 136 89
42 332 55
401 47 15
123 95 98
404 175 84
346 81 37
367 275 73
443 231 26
44 368 36
31 319 40
320 433 84
212 369 9
233 134 26
271 176 20
73 243 33
133 78 46
369 121 39
136 210 62
2 118 30
259 327 24
393 21 70
455 417 27
259 388 17
96 423 75
282 224 7
21 330 60
394 205 18
378 345 64
415 111 52
165 167 65
187 361 76
143 296 71
331 57 100
358 213 4
94 148 76
22 318 2
123 125 48
37 240 89
390 269 12
284 390 97
378 191 10
399 73 50
314 386 60
254 142 63
188 162 98
441 199 13
314 107 39
127 164 8
45 388 6
449 170 71
36 397 73
26 21 71
21 269 21
76 337 77
366 318 20
218 178 52
41 35 85
242 282 86
232 435 78
94 64 54
326 449 86
16 97 83
74 50 84
26 15 96
446 394 54
27 275 64
160 453 49
294 343 58
350 342 26
194 31 96
125 40 76
44 374 68
419 175 43
393 431 27
92 20 14
193 413 62
408 24 18
193 319 96
194 396 5
411 119 90
220 241 80
41 329 13
187 329 40
139 395 94
406 75 35
232 82 80
333 312 10
74 455 54
47 203 44
181 115 85
431 74 40
155 30 60
3 263 24
304 57 19
145 141 45
441 78 20
108 361 96
10 202 44
71 123 61
6 436 6
446 164 18
429 90 35
139 260 21
328 157 5
198 7 28
287 148 46
216 126 3
84 88 20
413 82 93
222 26 99
233 214 13
39 372 14
63 137 39
91 425 2
243 79 51
175 36 44
175 130 31
245 241 81
230 194 15
431 41 98
179 110 93
144 34 58
203 132 26
330 340 44
330 72 7
225 391 3
408 131 98
232 94 33
102 374 40
36 259 30
244 17 97
121 27 82
345 431 17
206 331 85
391 4 69
173 389 57
453 192 88
441 402 24
328 295 16
32 69 93
238 254 7
222 13 30
353 190 59
17 169 6
377 355 44
375 182 79
241 147 26
137 323 84
423 349 63
149 279 29
400 8 92
317 354 15
43 260 44
119 7 5
32 442 65
431 127 99
435 291 79
110 133 45
320 36 100
296 20 70
254 209 73
429 84 67
198 94 63
258 402 52
15 56 75
414 367 34
373 305 86
240 199 30
12 118 69
399 231 29
196 291 50
290 231 47
64 389 55
327 364 30
107 358 73
11 25 40
293 407 88
99 297 68
328 318 36
196 348 95
180 135 43
348 285 35
266 169 55
171 17 58
83 294 15
178 169 67
209 374 52
435 416 31
232 48 85
170 366 37
68 246 55
352 211 92
424 105 58
216 179 52
83 270 88
256 40 12
141 374 29
66 130 75
201 180 30
29 116 1
278 320 44
250 367 55
305 49 40
216 154 17
25 64 84
36 263 12
365 217 99
344 412 30
326 203 18
57 448 85
178 418 82
379 345 96
340 184 30
302 37 47
104 420 2
247 434 27
399 261 62
5 365 89
151 8 35
26 246 84
207 310 21
352 214 41
378 386 64
264 240 70
451 456 17
45 179 34
281 152 92
100 343 13
349 33 83
91 94 100
115 341 37
318 177 32
204 20 86
384 97 38
127 217 83
219 380 35
421 426 98
299 154 65
89 337 86
299 262 28
74 454 42
406 414 65
87 193 17
387 331 99
229 359 54
99 224 4
350 125 12
407 69 86
70 171 100
208 369 23
406 343 76
373 37 49
417 140 52
446 382 42
346 356 56
80 338 76
23 328 48
364 220 16
322 15 83
4 41 91
120 362 97
10 143 74
322 158 46
283 244 30
411 283 96
216 431 75
381 56 86
37 423 68
37 324 25
346 232 6
305 267 82
38 391 38
415 91 15
251 13 41
229 9 72
456 98 20
451 289 59
429 128 55
335 305 93
135 425 99
414 140 39
209 361 13
443 49 42
253 110 25
110 17 46
7 14 72
442 269 42
173 189 96
207 166 8
86 192 18
69 415 50
321 164 34
221 57 15
162 17 43
398 432 100
168 91 5
172 37 48
121 99 89
152 412 92
260 193 9
96 128 23
418 149 2
60 440 86
230 158 22
113 14 46
421 192 20
406 20 49
185 299 85
418 175 33
455 182 2
324 177 30
442 289 72
422 440 14
162 451 60
99 187 24
82 89 4
258 384 55
324 397 19
332 314 65
158 65 5
196 297 82
248 441 49
217 367 67
127 19 75
241 349 7
420 16 36
431 384 13
117 232 61
251 330 37
35 425 26
354 150 16
105 437 89
365 388 32
336 211 66
140 54 1
256 443 12
381 5 60
354 62 56
407 266 100
228 446 2
370 445 68
114 174 28
275 372 57
40 418 13
258 230 65
95 57 61
218 117 81
187 286 54
100 314 1
71 149 17
149 220 81
212 159 35
168 279 42
188 276 17
433 208 75
438 263 71
92 108 39
129 84 84
224 343 100
347 326 29
411 180 93
218 189 60
105 441 44
196 93 81
445 414 75
277 150 7
79 75 9
32 78 93
302 233 97
121 386 76
112 43 34
317 349 46
89 447 69
112 221 50
304 100 87
94 163 26
56 24 88
277 46 78
135 81 64
443 106 19
95 340 75
375 56 73
440 184 65
400 134 45
32 201 7
63 397 1
333 384 3
97 52 20
236 436 49
446 401 41
57 266 42
385 51 39
403 284 81
187 38 53
166 335 38
232 399 87
347 195 24
306 251 90
6 187 55
144 67 14
229 391 93
272 280 4
414 192 63
248 331 42
350 207 57
147 103 66
251 416 7
156 270 96
436 257 28
268 54 69
380 20 80
29 78 55
156 312 31
315 129 27
2 400 9
105 99 4
101 300 23
45 388 77
289 276 50
229 200 88
312 423 20
313 457 99
335 283 56
339 113 14
60 34 30
367 234 10
198 339 67
84 33 65
423 142 49
342 71 72
206 326 53
294 224 18
291 171 9
250 15 97
389 295 23
255 138 42
304 392 61
135 322 89
318 200 93
162 409 91
177 6 100
378 456 33
287 270 99
165 386 95
150 292 45
294 391 26
314 72 15
312 311 13
142 59 92
14 218 89
456 336 22
204 152 73
187 311 51
404 126 50
200 62 3
247 381 48
410 46 18
157 168 28
181 20 57
15 147 66
83 353 21
143 150 63
267 319 39
4 199 97
391 195 58
123 257 48
224 263 35
190 386 32
150 141 45
223 415 47
360 106 25
139 175 44
57 86 13
235 67 79
130 284 75
397 191 85
158 247 65
302 125 49
18 400 8
326 136 71
33 57 4
399 19 16
319 160 83
53 289 99
94 285 100
250 265 75
130 363 26
255 103 9
228 71 70
82 384 47
170 199 56
378 44 47
227 363 72
297 167 13
202 295 49
15 248 88
440 115 22
294 15 56
409 308 27
173 353 48
124 177 74
146 126 16
450 378 5
427 44 17
286 63 49
393 275 52
445 17 42
428 315 64
392 415 98
295 319 10
69 368 77
163 56 32
202 69 29
54 398 2
114 186 63
139 176 87
396 132 59
240 41 16
130 126 44
139 52 1
149 340 44
152 85 15
137 249 38
321 246 46
58 310 84
268 444 7
380 130 42
373 386 55
141 139 3
296 152 53
244 104 68
102 321 20
244 337 100
68 188 29
67 424 87
138 62 47
169 413 25
332 207 18
142 210 14
440 17 33
126 322 4
200 191 72
121 102 60
411 344 37
387 340 32
71 430 86
127 117 64
99 23 45
280 111 50
208 106 70
62 85 17
425 15 62
389 40 96
396 442 5
315 21 20
403 252 10
330 205 9
409 232 6
115 22 20
126 90 47
423 288 93
258 318 86
3 335 2
430 192 99
291 110 98
278 108 42
282 362 90
414 372 40
173 392 58
70 290 39
376 18 50
126 17 31
208 106 8
235 154 44
179 280 14
440 410 55
231 254 91
452 251 5
192 198 67
16 10 80
431 52 14
247 113 71
386 360 51
34 368 51
437 130 65
72 450 23
70 211 41
314 348 61
159 241 26
251 269 28
31 27 80
21 337 98
247 396 36
238 16 8
204 23 44
367 417 70
441 303 23
249 35 49
130 32 27
364 59 41
261 430 55
355 366 92
244 298 49
210 94 52
305 181 29
265 140 94
111 49 92
203 442 48
449 108 81
36 82 75
381 438 49
436 105 31
126 92 60
112 412 69
52 237 2
312 373 78
238 200 87
172 360 4
70 418 52
189 291 52
447 423 16
244 374 54
356 244 54
455 49 99
440 144 2
59 11 66
432 164 89
313 239 94
85 269 90
307 79 4
197 41 72
151 111 84
318 277 1
10 289 40
227 374 31
271 444 38
6 299 28
434 104 39
172 84 60
265 90 37
212 231 35
15 389 39
447 321 38
295 262 31
319 350 53
224 313 55
83 335 4
426 362 38
318 138 5
182 217 75
170 335 26
438 375 95
337 343 76
148 147 84
321 253 7
399 171 8
432 169 79
367 328 34
278 202 78
186 106 96
322 9 98
223 205 38
34 2 23
283 361 11
250 316 92
451 292 48
7 252 34
228 371 23
203 287 33
177 75 84
409 371 36
262 12 93
83 408 77
202 297 87
145 44 72
179 147 6
188 156 25
142 424 99
240 194 60
422 446 1
319 449 86
62 121 68
184 283 27
122 420 68
202 380 57
149 119 69
432 120 48
153 194 82
382 68 91
281 373 77
4 160 67
144 187 35
26 77 42
313 443 97
4 298 18
244 359 73
448 451 7
83 285 63
174 218 83
305 88 40
439 63 48
351 438 13
191 23 95
95 79 4
343 251 51
419 391 34
198 210 99
391 451 25
335 238 39
240 321 18
118 174 20
275 416 21
169 114 75
215 250 79
261 427 50
219 9 98
29 409 52
404 382 4
82 309 57
350 137 24
83 316 40
357 346 64
317 66 37
178 147 2
66 62 38
450 373 73
356 409 22
185 55 86
391 246 24
179 66 42
360 381 94
351 381 34
269 270 66
407 390 39
259 409 75
4 395 83
80 347 7
133 110 99
115 211 88
334 365 89
362 75 85
352 182 51
372 182 65
294 168 56
295 439 14
142 382 30
261 407 78
86 138 97
382 258 30
86 455 64
35 444 55
14 28 2
96 268 29
326 49 5
305 245 59
105 310 33
197 389 14
98 427 66
348 452 15
29 325 41
412 239 75
231 261 73
46 271 35
152 291 39
59 447 91
1 161 6
51 407 82
380 121 27
424 3 92
166 202 26
421 435 4
362 316 65
240 448 40
300 238 63
37 260 38
98 265 75
158 382 67
110 243 98
439 107 31
356 116 93
232 368 39
376 12 34
351 362 62
337 455 59
307 419 74
243 264 70
211 179 94
372 375 69
313 244 20
112 412 27
265 332 45
187 301 80
414 345 24
82 444 69
165 374 72
436 417 99
134 375 93
309 148 47
97 11 50
75 240 23
16 300 7
140 196 61
210 243 35
262 122 58
205 283 21
301 191 78
115 279 74
169 392 94
349 155 67
13 423 6
103 47 35
2 197 40
111 155 96
200 63 69
124 407 19
95 134 56
303 147 41
26 403 44
176 116 55
331 366 70
347 407 38
227 360 2
417 414 45
72 255 7
183 350 76
339 432 97
447 171 11
236 28 93
89 150 96
435 234 98
334 300 79
124 375 55
140 249 24
179 158 99
146 158 11
451 45 60
289 366 60
104 69 29
289 314 27
411 160 49
141 61 25
174 97 26
234 303 7
14 372 34
66 183 95
393 109 42
129 442 36
125 387 83
188 77 24
138 382 43
88 122 40
403 56 3
260 4 8
179 164 54
123 94 77
37 307 72
28 342 4
333 391 7
232 235 64
191 189 29
283 329 43
178 16 42
30 76 53
20 115 6
198 269 15
306 137 25
233 124 99
421 447 48
253 379 87
382 31 7
38 146 22
40 171 20
45 21 55
307 402 47
33 389 66
74 82 91
263 365 68
408 204 62
79 286 49
417 169 69
222 381 61
372 137 60
311 243 99
30 77 88
300 390 58
274 452 56
65 138 21
416 301 84
54 108 90
334 15 90
107 240 92
387 173 98
55 4 15
166 333 99
134 15 12
118 288 72
118 296 49
197 426 25
139 16 97
275 192 53
172 121 29
138 107 73
39 11 38
370 372 98
269 372 47
135 380 88
455 211 90
273 148 94
448 133 91
110 236 57
451 403 33
8 436 71
350 405 24
395 349 45
407 403 20
375 129 78
347 310 99
291 201 24
416 34 28
240 24 97
449 348 44
226 231 95
397 263 55
340 46 56
60 173 14
386 121 61
457 118 9
215 402 48
279 357 76
114 131 44
423 72 29
249 370 75
329 265 58
113 324 73
208 97 54
134 1 48
126 186 89
317 356 62
38 249 50
3 317 34
143 352 91
182 394 9
356 315 23
106 313 92
447 91 38
240 218 43
367 207 5
367 225 88
449 78 15
428 299 34
185 66 43
170 295 1
278 250 9
5 354 38
98 430 79
263 105 84
316 81 88
129 228 61
104 281 58
68 210 73
447 310 34
158 420 24
308 205 12
402 450 85
157 105 7
306 67 76
418 233 88
377 410 15
3 354 64
427 214 25
226 375 49
400 248 57
331 422 30
362 125 26
139 248 45
339 355 11
86 208 53
105 213 10
248 342 15
411 128 91
264 418 64
255 214 12
69 354 74
196 226 60
171 423 95
18 254 71
222 329 6
298 402 58
162 106 45
281 160 39
427 293 70
225 363 57
243 242 52
85 94 27
225 26 33
453 320 21
120 85 59
392 334 35
354 82 44
37 381 85
390 354 43
406 144 37
235 403 78
181 240 58
334 171 79
254 48 86
52 207 88
218 247 21
382 170 55
285 381 82
4 446 87
28 333 36
319 147 49
161 94 79
97 23 30
124 383 98
293 14 59
330 341 23
189 53 92
31 359 14
62 432 17
403 258 80
281 405 86
296 48 22
239 193 34
126 384 32
123 173 31
250 129 56
413 332 28
27 347 56
187 331 97
437 331 22
244 427 4
240 312 6
128 340 21
28 168 3
113 225 21
177 437 56
132 31 59
333 135 43
320 413 95
21 194 98
178 76 67
169 130 87
173 219 16
268 92 67
122 30 21
280 108 32
256 359 19
417 443 4
268 52 35
226 454 59
159 140 91
326 343 62
446 326 29
441 223 95
328 47 8
246 324 66
24 67 51
38 75 64
441 214 92
312 107 74
416 38 69
440 1 22
343 332 12
325 339 67
9 359 35
244 248 10
113 409 43
377 166 29
313 324 95
150 200 18
182 329 38
398 265 1
92 42 50
150 352 39
97 76 97
377 169 15
164 392 41
179 210 59
160 436 37
211 336 21
309 125 75
97 244 28
274 448 12
408 109 16
110 329 55
369 188 63
286 166 84
263 323 62
46 349 90
96 160 19
114 436 80
379 4 31
394 208 65
7 38 13
379 242 77
427 397 64
414 183 44
417 181 75
56 336 17
164 62 44
385 178 97
381 191 19
79 74 44
307 46 40
123 328 24
78 35 95
311 81 45
192 161 6
176 300 10
368 444 35
231 301 26
164 455 6
377 115 75
388 279 98
278 417 63
382 52 7
83 7 21
305 435 73
360 189 56
162 63 12
78 125 93
288 263 51
394 73 93
202 101 39
356 456 61
140 142 59
327 10 57
228 386 17
124 241 75
323 320 81
30 432 30
64 403 61
21 59 57
188 352 39
432 88 11
325 66 44
403 170 1
229 65 6
204 118 4
447 235 43
395 135 21
385 367 71
31 324 67
175 423 78
392 16 15
152 128 6
428 172 14
123 428 51
400 8 73
425 400 38
176 379 35
180 94 98
36 227 2
294 352 72
378 407 57
222 329 79
132 437 91
370 377 61
144 390 99
416 238 6
120 385 70
273 257 47
175 283 87
115 390 98
239 171 13
196 361 41
427 170 64
1 26 50
274 306 93
178 376 55
262 391 61
296 31 97
372 246 5
358 274 3
146 1 18
337 252 19
271 438 61
118 281 89
26 424 81
3 30 45
318 359 98
61 82 6
414 352 75
311 178 80
64 157 78
290 320 11
181 267 76
165 377 57
89 384 26
260 339 68
293 356 7
363 397 99
395 47 55
28 411 23
185 328 35
201 221 7
155 323 87
56 138 95
79 365 64
86 352 100
454 250 40
51 400 31
316 203 48
332 121 95
397 306 20
38 205 74
64 19 61
55 149 63
403 68 25
81 13 82
289 443 50
285 274 92
320 379 11
456 349 2
7 444 78
59 441 26
242 190 84
274 305 17
136 387 81
369 135 15
9 165 93
316 179 44
174 104 4
37 414 57
269 105 81
237 222 26
17 70 50
358 381 40
180 41 25
194 149 78
329 245 83
446 90 6
418 352 60
253 317 91
226 116 99
438 374 85
50 347 91
358 300 61
62 54 65
73 186 64
86 340 11
180 1 95
265 49 31
259 207 49
151 133 36
25 43 60
282 78 51
204 358 99
435 232 17
77 88 81
95 15 18
390 34 30
321 293 32
385 21 87
184 129 62
448 157 52
296 317 5
356 156 75
327 362 73
22 388 7
437 242 49
349 69 76
456 351 46
96 106 66
394 306 50
171 253 87
397 47 68
416 337 42
107 110 32
171 174 66
156 367 62
144 385 38
457 163 50
274 243 25
271 46 96
256 393 64
140 234 14
399 187 56
403 268 73
181 85 97
447 236 12
273 38 2
35 19 8
103 157 92
352 408 1
59 291 58
418 235 71
294 338 100
198 352 46
153 142 31
303 205 94
181 25 64
423 44 79
327 235 67
167 325 45
132 104 97
444 280 81
150 446 99
211 45 60
303 279 94
358 335 8
8 439 59
329 171 58
77 272 26
260 409 29
137 292 98
83 90 3
378 192 78
311 54 60
71 152 48
216 278 65
44 146 81
249 30 64
383 386 28
289 362 28
374 1 32
295 65 24
246 230 77
236 13 92
371 30 27
184 239 42
71 383 61
366 391 51
187 173 100
99 144 50
34 238 86
404 73 52
114 78 18
6 388 59
398 122 86
346 452 53
36 108 3
390 251 61
181 255 5
279 309 68
275 398 25
90 243 52
309 316 38
211 96 28
27 137 91
40 374 19
122 362 96
441 169 3
329 153 35
218 431 60
89 383 66
281 60 80
350 100 87
414 246 83
170 261 74
191 61 3
435 396 39
214 432 72
405 378 11
111 131 66
422 440 90
324 422 68
155 153 44
329 447 30
432 332 49
268 176 94
347 5 97
218 178 91
185 454 80
419 333 62
393 262 8
160 423 14
181 168 29
232 58 10
297 253 47
430 411 90
262 376 87
448 142 67
150 406 2
277 444 90
291 251 86
218 319 37
449 312 49
268 453 57
92 451 3
353 432 38
64 157 45
32 140 7
27 172 26
61 274 88
359 79 64
26 277 86
148 11 25
287 379 98
63 61 70
395 441 88
337 342 62
223 19 89
409 260 53
389 376 13
29 76 90
444 2 61
163 379 26
79 11 10
335 418 62
191 78 58
321 276 68
384 291 61
358 302 73
194 271 32
403 357 86
277 219 2
115 177 72
129 251 8
68 453 2
233 2 6
380 116 53
378 281 44
96 229 50
437 156 4
393 59 16
87 312 93
306 89 7
46 49 42
382 216 7
96 169 99
425 194 30
430 439 71
383 444 6
274 110 28
80 367 57
346 447 58
409 222 27
294 161 23
436 74 3
258 370 2
29 431 63
302 222 21
44 358 3
320 214 57
19 412 12
291 208 41
443 130 32
113 406 58
403 418 98
371 209 33
356 177 54
27 364 91
454 49 54
264 294 54
254 31 84
77 386 13
154 84 31
13 102 66
13 157 6
324 211 55
15 400 39
242 45 71
134 206 7
175 282 27
319 299 76
372 349 53
243 383 8
265 426 87
40 118 52
298 365 75
13 273 85
150 427 49
430 210 53
203 408 16
242 106 68
192 306 86
120 408 79
98 303 80
303 405 5
304 31 78
377 320 19
285 120 94
374 335 3
423 121 24
367 382 93
436 178 86
323 32 61
180 86 80
244 330 5
237 95 9
375 285 2
145 79 93
283 140 12
401 414 26
415 244 71
4 55 23
295 122 4
250 56 54
189 257 30
266 115 47
149 91 10
417 391 73
423 111 76
186 208 33
8 21 65
394 293 25
97 26 37
205 102 87
128 237 14
343 327 66
274 135 55
156 50 19
163 304 97
256 175 53
183 83 13
2 190 86
387 138 72
229 408 64
284 421 26
214 404 75
111 390 92
254 333 56
137 416 75
104 307 90
49 204 16
271 322 100
31 348 98
247 220 47
226 60 99
347 151 36
42 88 79
202 194 43
387 455 44
192 403 44
114 253 57
406 33 76
438 134 63
21 445 37
383 125 25
408 381 20
211 135 93
245 394 61
148 219 64
195 164 2
200 172 72
44 354 32
412 285 70
150 337 41
286 435 88
408 132 53
240 258 15
445 195 18
51 92 21
88 150 92
304 161 41
51 95 51
171 282 27
453 342 45
289 416 40
457 35 91
322 361 2
351 350 97
53 200 50
386 293 38
150 332 59
63 14 96
124 151 36
298 110 32
198 241 55
132 332 91
267 28 22
209 361 33
247 392 12
418 166 80
222 123 14
356 154 89
306 450 65
228 65 65
328 364 73
113 298 98
70 135 33
60 104 75
47 286 75
353 335 17
148 5 23
417 35 17
83 163 62
56 97 67
383 441 85
431 176 92
216 261 30
109 82 75
310 342 35
165 97 79
393 345 71
428 118 62
457 142 85
333 371 62
70 434 66
111 49 91
35 375 15
448 423 71
423 275 20
83 424 76
293 157 73
128 179 57
415 128 19
247 444 67
8 343 27
31 228 41
413 444 13
105 79 95
424 136 2
45 394 73
258 388 87
104 188 11
378 426 58
158 272 72
112 140 92
202 330 9
230 290 62
155 328 6
299 195 77
177 171 74
297 370 2
115 52 26
37 155 87
217 430 29
203 338 41
233 32 6
352 174 56
205 280 12
332 435 5
80 283 41
362 76 44
57 296 96
321 150 36
65 84 68
346 367 78
11 22 50
370 148 31
51 64 86
94 448 31
78 278 46
235 255 5
164 335 69
420 109 54
234 21 51
251 341 47
350 381 18
357 261 52
264 179 76
169 7 46
300 32 54
42 317 39
263 173 84
218 68 2
219 320 93
432 397 99
419 371 87
139 305 66
413 450 66
241 350 34
73 424 22
431 326 95
186 268 46
361 160 60
351 275 17
362 42 20
438 384 99
345 8 39
206 337 66
93 61 7
80 101 65
92 317 73
442 337 33
172 299 85
336 364 3
33 359 92
107 48 50
81 78 70
37 72 64
404 304 37
434 31 66
287 389 85
357 224 13
136 357 3
223 136 9
339 181 31
21 182 74
378 4 4
164 416 99
8 279 28
309 224 38
325 34 75
178 186 71
11 125 63
50 385 86
250 137 9
81 453 87
122 221 21
275 311 6
252 30 89
119 134 10
430 370 74
58 252 31
317 65 93
4 400 85
363 154 19
30 61 29
409 252 45
357 420 89
63 40 78
4 192 21
174 173 91
258 317 86
421 373 20
300 328 8
438 47 90
119 85 16
247 211 85
377 290 69
298 21 23
316 268 94
45 313 10
58 212 93
410 430 63
6 388 75
399 408 88
178 118 40
263 361 18
237 245 4
399 236 24
412 422 24
111 398 52
220 193 47
326 353 22
80 199 54
40 97 33
44 297 56
47 178 98
68 106 8
400 354 48
214 376 72
177 387 30
400 454 53
254 216 35
44 59 31
325 149 49
22 326 78
436 416 65
186 158 44
262 3 42
101 17 75
134 133 41
247 356 91
126 453 60
158 230 100
122 162 46
430 381 80
18 310 12
440 325 88
193 403 15
72 260 86
138 399 34
188 211 73
80 454 52
65 439 53
359 452 54
154 373 7
116 208 100
133 387 37
217 440 85
137 295 32
35 117 12
148 124 44
65 269 83
139 122 48
98 214 28
193 7 51
257 379 100
13 55 65
83 54 30
453 407 59
420 105 43
315 183 24
320 379 12
290 233 99
163 245 69
274 434 77
99 408 81
78 453 33
156 386 41
227 220 28
260 456 100
88 362 86
358 73 83
188 255 75
32 307 69
174 166 76
263 246 58
232 215 31
426 1 80
72 389 98
327 343 34
46 201 36
154 182 63
331 420 68
140 153 92
328 145 22
185 319 50
124 373 67
220 159 36
359 283 53
171 413 45
237 428 51
112 273 6
214 47 95
6 383 7
338 236 32
181 68 90
201 139 46
129 424 60
158 5 46
335 35 23
152 236 7
290 299 37
201 369 65
370 270 84
344 82 37
151 347 77
291 115 33
457 122 76
253 278 86
127 358 55
74 59 87
275 89 46
404 338 12
362 289 36
326 212 7
171 94 77
95 448 93
307 109 64
269 119 28
429 11 91
186 307 48
33 59 45
61 230 74
208 223 28
80 10 71
147 75 100
375 41 22
203 283 74
153 448 26
41 214 83
82 62 60
197 7 78
27 58 60
277 327 91
84 402 93
240 320 18
390 64 58
157 323 28
52 285 77
193 427 78
44 334 10
176 283 9
214 79 84
199 262 86
79 435 67
145 18 64
26 304 84
271 438 87
143 234 12
202 148 96
212 231 81
449 297 78
228 74 83
319 232 79
241 57 76
259 123 76
419 154 91
176 36 2
124 297 42
308 431 85
254 216 22
285 338 10
179 273 4
46 55 85
291 36 63
181 249 36
368 354 33
227 129 72
169 14 83
3 377 47
15 336 100
336 109 87
305 215 18
401 302 6
429 276 48
378 12 98
151 60 26
406 235 68
78 116 71
47 71 10
299 137 49
353 71 94
25 447 100
414 229 20
411 304 97
424 58 84
145 86 1
153 225 5
